domain,model,shot,generated_path,run_id,run_name,generated_row_count,generated_column_count,generated_overall_missing_pct,generated_duplicate_rows,generated_duplicate_rows_pct,generated_duplicate_rows_primary_key,generated_duplicate_rows_primary_key_pct,generated_type_correctness_pct,real_row_count,real_column_count,real_overall_missing_pct,real_duplicate_rows,real_duplicate_rows_pct,real_duplicate_rows_primary_key,real_duplicate_rows_primary_key_pct,numeric_avg_ks_real_vs_generated,numeric_avg_mean_diff_real_vs_generated,numeric_avg_std_diff_real_vs_generated,categorical_avg_js_divergence_real_vs_generated,text_avg_length_real_mean,text_avg_length_generated_mean,text_avg_length_abs_diff_mean,text_empty_pct_generated_mean,numeric_outlier_pct_mean,categorical_unexpected_value_pct_mean,date_invalid_values_pct_mean,row_constraints_mean_violations_pct,row_constraints_max_violations_pct
employment,kimi-k2-instruct-0905,few,data/generated/kimi-k2-instruct-0905-run2/employment/few/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_employment_few_csv_clean.csv,run2,kimi-k2-instruct-0905-run2,1003,18,0.055389387393375435,0,0.0,2,0.19940179461615154,88.88888888888889,11239,18,3.137882967049263,0,0.0,0,0.0,0.3900718499483568,79.44773301633454,6002.9573427922805,0.515010596389334,17.79218711652981,15.994017946161515,1.7981691703682952,0.0,0.7983751621103039,50.399201596806385,0.0,0.19940179461615154,0.19940179461615154
employment,kimi-k2-instruct-0905,one,data/generated/kimi-k2-instruct-0905-run2/employment/one/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_employment_one_csv_clean.csv,run2,kimi-k2-instruct-0905-run2,1042,18,0.0,0,0.0,20,1.9193857965451053,100.0,11239,18,3.137882967049263,0,0.0,0,0.0,0.4256954271253279,81.17525139984056,6004.571308716334,0.5040736673505979,17.79218711652981,15.473768394113884,2.3184187224159256,0.0,0.6649300795174116,49.80806142034549,0.0,0.0,0.0
employment,kimi-k2-instruct-0905,zero,data/generated/kimi-k2-instruct-0905-run2/employment/zero/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_employment_zero_csv_clean.csv,run2,kimi-k2-instruct-0905-run2,1016,18,0.0,0,0.0,4,0.39370078740157477,22.22222222222222,11239,18,3.137882967049263,0,0.0,0,0.0,0.30093958142438665,71.6681323046403,6002.26052735203,0.7830902597163178,17.79218711652981,12.03740157480315,5.75478554172666,0.0,1.5130190007037299,95.86614173228347,0.09852216748768472,0.09842519685039369,0.09842519685039369
employment,kimi-k2-instruct-0905,few,data/generated/kimi-k2-instruct-0905-run3/employment/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_few_csv_clean.csv,run3,kimi-k2-instruct-0905-run3,1044,18,0.0,0,0.0,4,0.38314176245210724,100.0,11239,18,3.137882967049263,0,0.0,0,0.0,0.40195933120680843,80.32944338517045,6003.205800282645,0.6143168799594978,17.79218711652981,15.415389527458494,2.376797589071316,0.0,1.0467980295566501,70.88122605363985,0.0,0.0,0.0
employment,kimi-k2-instruct-0905,one,data/generated/kimi-k2-instruct-0905-run3/employment/one/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_one_csv_clean.csv,run3,kimi-k2-instruct-0905-run3,1044,18,0.0,0,0.0,2,0.19157088122605362,94.44444444444444,11239,18,3.137882967049263,0,0.0,0,0.0,0.41410960140190006,79.96511393777539,6003.85922718543,0.43623748478136654,17.79218711652981,15.78256704980843,2.0096200667213804,0.0,1.2452107279693487,39.6551724137931,0.0,0.0,0.0
employment,kimi-k2-instruct-0905,zero,data/generated/kimi-k2-instruct-0905-run3/employment/zero/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_zero_csv_clean.csv,run3,kimi-k2-instruct-0905-run3,993,18,0.0,0,0.0,2,0.2014098690835851,100.0,11239,18,3.137882967049263,0,0.0,0,0.0,0.3109485897907401,73.37444159752604,6001.815320605013,0.7821472514882553,17.79218711652981,12.533736153071501,5.2584509634583085,0.0,0.8991512012660049,96.07250755287009,0.0,0.0,0.0
employment,llama-3.1-8b-instruct,few,data/generated/llama-3.1-8b-instruct-run1/employment/few/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_few_csv_clean.csv,run1,llama-3.1-8b-instruct-run1,955,18,0.04072134962187318,0,0.0,1,0.10471204188481677,94.44444444444444,11239,18,3.137882967049263,0,0.0,0,0.0,0.3725320082318887,79.67855272435985,6000.876732931686,0.42742777493460926,17.79218711652981,16.63574605488914,1.1564410616406704,0.0,1.587551167197555,34.13612565445026,12.189349112426036,82.87958115183245,90.26178010471205
employment,llama-3.1-8b-instruct,one,data/generated/llama-3.1-8b-instruct-run1/employment/one/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_one_csv_clean.csv,run1,llama-3.1-8b-instruct-run1,939,18,0.22482546444207788,0,0.0,0,0.0,22.22222222222222,11239,18,3.137882967049263,0,0.0,0,0.0,0.513147592762158,85.75856220740577,6003.028840528479,0.6403729073888513,17.79218711652981,16.575437617729992,1.2167494987998175,0.0,7.495687627411009,61.34185303514377,3.3003300330033,89.58998935037275,92.11927582534611
employment,llama-3.1-8b-instruct,zero,data/generated/llama-3.1-8b-instruct-run1/employment/zero/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_zero_csv_clean.csv,run1,llama-3.1-8b-instruct-run1,986,18,0.3437006986702727,2,0.2028397565922921,4,0.4056795131845842,22.22222222222222,11239,18,3.137882967049263,0,0.0,0,0.0,0.3734575382423762,2187.219105380264,12051.217130341738,0.792581332680621,17.79218711652981,13.818309805980855,3.9738773105489553,0.0,12.268867482408336,64.89252814738997,9.367945823927764,98.9604462474645,99.59432048681542
employment,llama-3.1-8b-instruct,few,data/generated/llama-3.1-8b-instruct-run2/employment/few/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_employment_few_csv_clean.csv,run2,llama-3.1-8b-instruct-run2,961,18,0.40467106023817784,46,4.786680541103017,46,4.786680541103017,22.22222222222222,11239,18,3.137882967049263,0,0.0,0,0.0,0.3658807646160236,87.13189334496282,6275.087380979218,0.38922571921825716,17.79218711652981,16.084675265520904,1.7075118510089062,0.0,3.2287958954625617,29.913606911447083,7.549361207897793,75.93652445369408,84.28720083246618
